menu_name,karbo,protein,sayur,bahan,energy_kcal,protein_g,carbohydrate_g,fat_g,fiber_g,sodium_mg
"Nasi merah + Ayam goreng kalasan, paha + Sayur lebui",Nasi merah,"Ayam goreng kalasan, paha",Sayur lebui,"Nasi merah, Ayam goreng kalasan, paha, Sayur lebui",488.0,42.3,46.3,13.2,6.0,305.0
"Ubi jalar tinta / kemayung + Ayam goreng sukabumi, paha + Gado-gado",Ubi jalar tinta / kemayung,"Ayam goreng sukabumi, paha",Gado-gado,"Ubi jalar tinta / kemayung, Ayam goreng sukabumi, paha, Gado-gado",528.0,42.3,47.1,17.9,5.3,1.0
"Nasi gemuk + Ayam goreng sukabumi, dada + Kangkung tondano",Nasi gemuk,"Ayam goreng sukabumi, dada",Kangkung tondano,"Nasi gemuk, Ayam goreng sukabumi, dada, Kangkung tondano",479.0,42.3,33.8,18.2,5.0,385.0
"Jagung gerontol + Ayam goreng poineer, dada + Karedok,sayur",Jagung gerontol,"Ayam goreng poineer, dada","Karedok,sayur","Jagung gerontol, Ayam goreng poineer, dada, Karedok,sayur",543.0,42.3,48.0,19.3,2.4,0.0
"Jagung gerontol + Ayam goreng kalasan, paha + Karedok,sayur",Jagung gerontol,"Ayam goreng kalasan, paha","Karedok,sayur","Jagung gerontol, Ayam goreng kalasan, paha, Karedok,sayur",523.0,42.3,48.7,16.8,2.4,176.0
"Getuk singkong + Ayam goreng sukabumi, paha + Gado-gado",Getuk singkong,"Ayam goreng sukabumi, paha",Gado-gado,"Getuk singkong, Ayam goreng sukabumi, paha, Gado-gado",624.0,42.3,68.9,18.9,1.9,0.0
"Nasi tim + Ayam goreng sukabumi, dada + Karedok,sayur",Nasi tim,"Ayam goreng sukabumi, dada","Karedok,sayur","Nasi tim, Ayam goreng sukabumi, dada, Karedok,sayur",456.0,42.3,41.1,12.9,1.9,0.0
"Nasi tim + Ayam goreng pasundan, paha + Cap cai / capcay / cap cay, sayur",Nasi tim,"Ayam goreng pasundan, paha","Cap cai / capcay / cap cay, sayur","Nasi tim, Ayam goreng pasundan, paha, Cap cai / capcay / cap cay, sayur",462.0,42.3,30.5,18.1,1.1,405.0
"Tapai singkong + Ayam goreng poineer, dada + Anyang, sayur",Tapai singkong,"Ayam goreng poineer, dada","Anyang, sayur","Tapai singkong, Ayam goreng poineer, dada, Anyang, sayur",590.0,42.2,51.1,22.9,7.4,290.0
"Tapai singkong + Ayam goreng kalasan, paha + Anyang, sayur",Tapai singkong,"Ayam goreng kalasan, paha","Anyang, sayur","Tapai singkong, Ayam goreng kalasan, paha, Anyang, sayur",570.0,42.2,51.8,20.4,7.4,466.0
"Jagung gerontol + Ayam goreng poineer, dada + Sayur lebui",Jagung gerontol,"Ayam goreng poineer, dada",Sayur lebui,"Jagung gerontol, Ayam goreng poineer, dada, Sayur lebui",515.0,42.2,46.4,16.6,6.7,124.0
"Jagung gerontol + Ayam goreng kalasan, paha + Sayur lebui",Jagung gerontol,"Ayam goreng kalasan, paha",Sayur lebui,"Jagung gerontol, Ayam goreng kalasan, paha, Sayur lebui",495.0,42.2,47.1,14.1,6.7,300.0
"Ubi jalar tinta / kemayung kukus + Ayam goreng pasundan, dada + Anyang, sayur",Ubi jalar tinta / kemayung kukus,"Ayam goreng pasundan, dada","Anyang, sayur","Ubi jalar tinta / kemayung kukus, Ayam goreng pasundan, dada, Anyang, sayur",537.0,42.2,50.8,17.1,6.5,291.0
"Nasi gurih + Ayam goreng sukabumi, paha + Kangkung tondano",Nasi gurih,"Ayam goreng sukabumi, paha",Kangkung tondano,"Nasi gurih, Ayam goreng sukabumi, paha, Kangkung tondano",516.0,42.2,34.9,22.0,5.0,326.0
"Nasi / Nasi Putih + Ayam goreng poineer, dada + Kangkung tondano",Nasi / Nasi Putih,"Ayam goreng poineer, dada",Kangkung tondano,"Nasi / Nasi Putih, Ayam goreng poineer, dada, Kangkung tondano",518.0,42.2,48.8,15.2,4.5,31.0
"Nasi / Nasi Putih + Ayam goreng kalasan, paha + Kangkung tondano",Nasi / Nasi Putih,"Ayam goreng kalasan, paha",Kangkung tondano,"Nasi / Nasi Putih, Ayam goreng kalasan, paha, Kangkung tondano",498.0,42.2,49.5,12.7,4.5,207.0
"Jagung kuning pipil, rebus + Ayam goreng poineer, dada + Wortel kukus","Jagung kuning pipil, rebus","Ayam goreng poineer, dada",Wortel kukus,"Jagung kuning pipil, rebus, Ayam goreng poineer, dada, Wortel kukus",486.0,42.2,37.3,18.8,1.8,48.0
"Jagung kuning pipil, rebus + Ayam goreng kalasan, paha + Wortel kukus","Jagung kuning pipil, rebus","Ayam goreng kalasan, paha",Wortel kukus,"Jagung kuning pipil, rebus, Ayam goreng kalasan, paha, Wortel kukus",466.0,42.2,38.0,16.3,1.8,224.0
"Nasi gemuk + Ayam goreng poineer, dada + Wortel kukus",Nasi gemuk,"Ayam goreng poineer, dada",Wortel kukus,"Nasi gemuk, Ayam goreng poineer, dada, Wortel kukus",524.0,42.2,33.3,24.1,1.8,398.0
"Nasi gemuk + Ayam goreng kalasan, paha + Wortel kukus",Nasi gemuk,"Ayam goreng kalasan, paha",Wortel kukus,"Nasi gemuk, Ayam goreng kalasan, paha, Wortel kukus",504.0,42.2,34.0,21.6,1.8,574.0
"Nasi / Nasi Putih + Ayam goreng pasundan, paha + Gado-gado",Nasi / Nasi Putih,"Ayam goreng pasundan, paha",Gado-gado,"Nasi / Nasi Putih, Ayam goreng pasundan, paha, Gado-gado",562.0,42.2,61.1,14.9,1.3,1.0
"Nasi / Nasi Putih + Ayam goreng sukabumi, paha + Anyang, sayur",Nasi / Nasi Putih,"Ayam goreng sukabumi, paha","Anyang, sayur","Nasi / Nasi Putih, Ayam goreng sukabumi, paha, Anyang, sayur",589.0,42.1,50.6,22.5,5.6,291.0
"Nasi minyak + Ayam goreng pasundan, dada + Wortel rebus",Nasi minyak,"Ayam goreng pasundan, dada",Wortel rebus,"Nasi minyak, Ayam goreng pasundan, dada, Wortel rebus",481.0,42.1,44.1,14.5,1.6,115.0
"Nasi gurih + Ayam goreng sukabumi, dada + Wortel rebus",Nasi gurih,"Ayam goreng sukabumi, dada",Wortel rebus,"Nasi gurih, Ayam goreng sukabumi, dada, Wortel rebus",462.0,42.1,33.3,17.2,1.5,337.0
"Lepok / Ubi rumput + Ayam goreng poineer, dada + Kangkung tondano",Lepok / Ubi rumput,"Ayam goreng poineer, dada",Kangkung tondano,"Lepok / Ubi rumput, Ayam goreng poineer, dada, Kangkung tondano",519.0,42.0,48.8,16.1,15.0,146.0
"Lepok / Ubi rumput + Ayam goreng kalasan, paha + Kangkung tondano",Lepok / Ubi rumput,"Ayam goreng kalasan, paha",Kangkung tondano,"Lepok / Ubi rumput, Ayam goreng kalasan, paha, Kangkung tondano",499.0,42.0,49.5,13.6,15.0,322.0
"Lepok / Ubi rumput + Ayam goreng pasundan, paha + Gado-gado",Lepok / Ubi rumput,"Ayam goreng pasundan, paha",Gado-gado,"Lepok / Ubi rumput, Ayam goreng pasundan, paha, Gado-gado",563.0,42.0,61.1,15.8,11.8,116.0
"Ubi Cilembu + Ayam goreng sukabumi, dada + Anyang, sayur",Ubi Cilembu,"Ayam goreng sukabumi, dada","Anyang, sayur","Ubi Cilembu, Ayam goreng sukabumi, dada, Anyang, sayur",556.0,42.0,55.6,17.3,8.8,291.0
"Woku ubi + Ayam goreng sukabumi, dada + Karedok,sayur",Woku ubi,"Ayam goreng sukabumi, dada","Karedok,sayur","Woku ubi, Ayam goreng sukabumi, dada, Karedok,sayur",479.0,42.0,30.1,20.3,8.4,353.0
"Pundut nasi + Ayam goreng sukabumi, dada + Anyang, sayur",Pundut nasi,"Ayam goreng sukabumi, dada","Anyang, sayur","Pundut nasi, Ayam goreng sukabumi, dada, Anyang, sayur",474.0,42.0,26.4,21.2,5.8,364.0
"lontong + Ayam goreng poineer, dada + Kangkung tondano",lontong,"Ayam goreng poineer, dada",Kangkung tondano,"lontong, Ayam goreng poineer, dada, Kangkung tondano",482.0,42.0,40.8,15.1,5.5,30.0
"lontong + Ayam goreng kalasan, paha + Kangkung tondano",lontong,"Ayam goreng kalasan, paha",Kangkung tondano,"lontong, Ayam goreng kalasan, paha, Kangkung tondano",462.0,42.0,41.5,12.6,5.5,206.0
"Nasi minyak + Ayam goreng sukabumi, dada + Kangkung tondano",Nasi minyak,"Ayam goreng sukabumi, dada",Kangkung tondano,"Nasi minyak, Ayam goreng sukabumi, dada, Kangkung tondano",494.0,42.0,46.5,14.4,5.1,104.0
"Tapai singkong + Ayam goreng poineer, dada + brokoli , matang",Tapai singkong,"Ayam goreng poineer, dada","brokoli , matang","Tapai singkong, Ayam goreng poineer, dada, brokoli , matang",487.2,42.0,42.7,15.2,5.0,15.0
"Tapai singkong + Ayam goreng kalasan, paha + brokoli , matang",Tapai singkong,"Ayam goreng kalasan, paha","brokoli , matang","Tapai singkong, Ayam goreng kalasan, paha, brokoli , matang",467.2,42.0,43.4,12.7,5.0,191.0
"Ubi Cilembu + Ayam goreng pasundan, dada + Karedok,sayur",Ubi Cilembu,"Ayam goreng pasundan, dada","Karedok,sayur","Ubi Cilembu, Ayam goreng pasundan, dada, Karedok,sayur",524.0,42.0,59.1,12.5,4.8,1.0
"Ubi jalar tinta / kemayung + Ayam goreng sukabumi, paha + Cap cai / capcay / cap cay, sayur",Ubi jalar tinta / kemayung,"Ayam goreng sukabumi, paha","Cap cai / capcay / cap cay, sayur","Ubi jalar tinta / kemayung, Ayam goreng sukabumi, paha, Cap cai / capcay / cap cay, sayur",488.0,42.0,30.3,21.0,4.8,406.0
"Nasi merah + Ayam goreng poineer, dada + Kangkung tondano",Nasi merah,"Ayam goreng poineer, dada",Kangkung tondano,"Nasi merah, Ayam goreng poineer, dada, Kangkung tondano",487.0,42.0,41.5,15.3,4.6,35.0
"Nasi merah + Ayam goreng kalasan, paha + Kangkung tondano",Nasi merah,"Ayam goreng kalasan, paha",Kangkung tondano,"Nasi merah, Ayam goreng kalasan, paha, Kangkung tondano",467.0,42.0,42.2,12.8,4.6,211.0
"lontong + Ayam goreng pasundan, paha + Gado-gado",lontong,"Ayam goreng pasundan, paha",Gado-gado,"lontong, Ayam goreng pasundan, paha, Gado-gado",526.0,42.0,53.1,14.8,2.3,0.0
"Getuk singkong + Ayam goreng sukabumi, paha + Cap cai / capcay / cap cay, sayur",Getuk singkong,"Ayam goreng sukabumi, paha","Cap cai / capcay / cap cay, sayur","Getuk singkong, Ayam goreng sukabumi, paha, Cap cai / capcay / cap cay, sayur",584.0,42.0,52.1,22.0,1.4,405.0
"Nasi merah + Ayam goreng pasundan, paha + Gado-gado",Nasi merah,"Ayam goreng pasundan, paha",Gado-gado,"Nasi merah, Ayam goreng pasundan, paha, Gado-gado",531.0,42.0,53.8,15.0,1.4,5.0
"Lepok / Ubi rumput + Ayam goreng sukabumi, paha + Anyang, sayur",Lepok / Ubi rumput,"Ayam goreng sukabumi, paha","Anyang, sayur","Lepok / Ubi rumput, Ayam goreng sukabumi, paha, Anyang, sayur",590.0,41.9,50.6,23.4,16.1,406.0
"Woku ubi + Ayam goreng sukabumi, dada + Sayur lebui",Woku ubi,"Ayam goreng sukabumi, dada",Sayur lebui,"Woku ubi, Ayam goreng sukabumi, dada, Sayur lebui",451.0,41.9,28.5,17.6,12.7,477.0
"Ubi Cilembu + Ayam goreng pasundan, dada + Sayur lebui",Ubi Cilembu,"Ayam goreng pasundan, dada",Sayur lebui,"Ubi Cilembu, Ayam goreng pasundan, dada, Sayur lebui",496.0,41.9,57.5,9.8,9.1,125.0
"lontong + Ayam goreng sukabumi, paha + Anyang, sayur",lontong,"Ayam goreng sukabumi, paha","Anyang, sayur","lontong, Ayam goreng sukabumi, paha, Anyang, sayur",553.0,41.9,42.6,22.4,6.6,290.0
"Nasi merah + Ayam goreng sukabumi, paha + Anyang, sayur",Nasi merah,"Ayam goreng sukabumi, paha","Anyang, sayur","Nasi merah, Ayam goreng sukabumi, paha, Anyang, sayur",558.0,41.9,43.3,22.6,5.7,295.0
"Jagung gerontol + Ayam goreng poineer, dada + Kangkung tondano",Jagung gerontol,"Ayam goreng poineer, dada",Kangkung tondano,"Jagung gerontol, Ayam goreng poineer, dada, Kangkung tondano",494.0,41.9,42.3,16.2,5.3,30.0
"Jagung gerontol + Ayam goreng kalasan, paha + Kangkung tondano",Jagung gerontol,"Ayam goreng kalasan, paha",Kangkung tondano,"Jagung gerontol, Ayam goreng kalasan, paha, Kangkung tondano",474.0,41.9,43.0,13.7,5.3,206.0
"Nasi / Nasi Putih + Ayam goreng sukabumi, paha + brokoli , matang",Nasi / Nasi Putih,"Ayam goreng sukabumi, paha","brokoli , matang","Nasi / Nasi Putih, Ayam goreng sukabumi, paha, brokoli , matang",486.2,41.9,42.2,14.8,3.2,16.0
"Jagung gerontol + Ayam goreng pasundan, paha + Gado-gado",Jagung gerontol,"Ayam goreng pasundan, paha",Gado-gado,"Jagung gerontol, Ayam goreng pasundan, paha, Gado-gado",538.0,41.9,54.6,15.9,2.1,0.0
"Nasi minyak + Ayam goreng poineer, dada + Wortel kukus",Nasi minyak,"Ayam goreng poineer, dada",Wortel kukus,"Nasi minyak, Ayam goreng poineer, dada, Wortel kukus",539.0,41.9,46.0,20.3,1.9,117.0
"Nasi minyak + Ayam goreng kalasan, paha + Wortel kukus",Nasi minyak,"Ayam goreng kalasan, paha",Wortel kukus,"Nasi minyak, Ayam goreng kalasan, paha, Wortel kukus",519.0,41.9,46.7,17.8,1.9,293.0
"Nasi / Nasi Putih + Ayam goreng sukabumi, dada + Karedok,sayur",Nasi / Nasi Putih,"Ayam goreng sukabumi, dada","Karedok,sayur","Nasi / Nasi Putih, Ayam goreng sukabumi, dada, Karedok,sayur",516.0,41.9,54.9,12.8,1.6,1.0
"Jagung kuning pipil, rebus + Ayam goreng poineer, dada + Wortel rebus","Jagung kuning pipil, rebus","Ayam goreng poineer, dada",Wortel rebus,"Jagung kuning pipil, rebus, Ayam goreng poineer, dada, Wortel rebus",477.0,41.9,35.3,18.7,1.5,46.0
"Jagung kuning pipil, rebus + Ayam goreng kalasan, paha + Wortel rebus","Jagung kuning pipil, rebus","Ayam goreng kalasan, paha",Wortel rebus,"Jagung kuning pipil, rebus, Ayam goreng kalasan, paha, Wortel rebus",457.0,41.9,36.0,16.2,1.5,222.0
"Nasi gemuk + Ayam goreng poineer, dada + Wortel rebus",Nasi gemuk,"Ayam goreng poineer, dada",Wortel rebus,"Nasi gemuk, Ayam goreng poineer, dada, Wortel rebus",515.0,41.9,31.3,24.0,1.5,396.0
"Nasi gemuk + Ayam goreng kalasan, paha + Wortel rebus",Nasi gemuk,"Ayam goreng kalasan, paha",Wortel rebus,"Nasi gemuk, Ayam goreng kalasan, paha, Wortel rebus",495.0,41.9,32.0,21.5,1.5,572.0
"Nasi coklat + Ayam goreng poineer, dada + Karedok,sayur",Nasi coklat,"Ayam goreng poineer, dada","Karedok,sayur","Nasi coklat, Ayam goreng poineer, dada, Karedok,sayur",499.0,41.9,38.2,18.8,1.4,0.0
"Nasi coklat + Ayam goreng kalasan, paha + Karedok,sayur",Nasi coklat,"Ayam goreng kalasan, paha","Karedok,sayur","Nasi coklat, Ayam goreng kalasan, paha, Karedok,sayur",479.0,41.9,38.9,16.3,1.4,176.0
"Nasi / Nasi Putih + Ayam goreng pasundan, dada + Wortel kukus",Nasi / Nasi Putih,"Ayam goreng pasundan, dada",Wortel kukus,"Nasi / Nasi Putih, Ayam goreng pasundan, dada, Wortel kukus",463.0,41.9,48.8,9.9,1.3,44.0
"Ubi jalar tinta / kemayung + Ayam goreng pasundan, dada + Anyang, sayur",Ubi jalar tinta / kemayung,"Ayam goreng pasundan, dada","Anyang, sayur","Ubi jalar tinta / kemayung, Ayam goreng pasundan, dada, Anyang, sayur",480.0,41.8,36.6,17.3,9.6,291.0
"Ubi Cilembu + Ayam goreng sukabumi, dada + brokoli , matang",Ubi Cilembu,"Ayam goreng sukabumi, dada","brokoli , matang","Ubi Cilembu, Ayam goreng sukabumi, dada, brokoli , matang",453.2,41.8,47.2,9.6,6.4,16.0
"Jagung gerontol + Ayam goreng sukabumi, paha + Anyang, sayur",Jagung gerontol,"Ayam goreng sukabumi, paha","Anyang, sayur","Jagung gerontol, Ayam goreng sukabumi, paha, Anyang, sayur",565.0,41.8,44.1,23.5,6.4,290.0
"Getuk singkong + Ayam goreng pasundan, dada + Anyang, sayur",Getuk singkong,"Ayam goreng pasundan, dada","Anyang, sayur","Getuk singkong, Ayam goreng pasundan, dada, Anyang, sayur",576.0,41.8,58.4,18.3,6.2,290.0
"Nasi / Nasi Putih + Ayam goreng sukabumi, dada + Sayur lebui",Nasi / Nasi Putih,"Ayam goreng sukabumi, dada",Sayur lebui,"Nasi / Nasi Putih, Ayam goreng sukabumi, dada, Sayur lebui",488.0,41.8,53.3,10.1,5.9,125.0
"Nasi coklat + Ayam goreng poineer, dada + Sayur lebui",Nasi coklat,"Ayam goreng poineer, dada",Sayur lebui,"Nasi coklat, Ayam goreng poineer, dada, Sayur lebui",471.0,41.8,36.6,16.1,5.7,124.0
"Nasi coklat + Ayam goreng kalasan, paha + Sayur lebui",Nasi coklat,"Ayam goreng kalasan, paha",Sayur lebui,"Nasi coklat, Ayam goreng kalasan, paha, Sayur lebui",451.0,41.8,37.3,13.6,5.7,300.0
"Nasi tim + Ayam goreng poineer, dada + Wortel kukus",Nasi tim,"Ayam goreng poineer, dada",Wortel kukus,"Nasi tim, Ayam goreng poineer, dada, Wortel kukus",452.0,41.8,34.9,15.7,1.6,43.0
"Lepok / Ubi rumput + Ayam goreng sukabumi, paha + brokoli , matang",Lepok / Ubi rumput,"Ayam goreng sukabumi, paha","brokoli , matang","Lepok / Ubi rumput, Ayam goreng sukabumi, paha, brokoli , matang",487.2,41.7,42.2,15.7,13.7,131.0
"Lepok / Ubi rumput + Ayam goreng sukabumi, dada + Karedok,sayur",Lepok / Ubi rumput,"Ayam goreng sukabumi, dada","Karedok,sayur","Lepok / Ubi rumput, Ayam goreng sukabumi, dada, Karedok,sayur",517.0,41.7,54.9,13.7,12.1,116.0
"Lepok / Ubi rumput + Ayam goreng pasundan, dada + Wortel kukus",Lepok / Ubi rumput,"Ayam goreng pasundan, dada",Wortel kukus,"Lepok / Ubi rumput, Ayam goreng pasundan, dada, Wortel kukus",464.0,41.7,48.8,10.8,11.8,159.0
"Lepok / Ubi rumput + Ayam goreng pasundan, paha + Cap cai / capcay / cap cay, sayur",Lepok / Ubi rumput,"Ayam goreng pasundan, paha","Cap cai / capcay / cap cay, sayur","Lepok / Ubi rumput, Ayam goreng pasundan, paha, Cap cai / capcay / cap cay, sayur",523.0,41.7,44.3,18.9,11.3,521.0
"Ubi jalar tinta / kemayung kukus + Ayam goreng poineer, dada + Anyang, sayur",Ubi jalar tinta / kemayung kukus,"Ayam goreng poineer, dada","Anyang, sayur","Ubi jalar tinta / kemayung kukus, Ayam goreng poineer, dada, Anyang, sayur",586.0,41.7,50.7,22.8,6.5,291.0
"Ubi jalar tinta / kemayung kukus + Ayam goreng kalasan, paha + Anyang, sayur",Ubi jalar tinta / kemayung kukus,"Ayam goreng kalasan, paha","Anyang, sayur","Ubi jalar tinta / kemayung kukus, Ayam goreng kalasan, paha, Anyang, sayur",566.0,41.7,51.4,20.3,6.5,467.0
"lontong + Ayam goreng sukabumi, paha + brokoli , matang",lontong,"Ayam goreng sukabumi, paha","brokoli , matang","lontong, Ayam goreng sukabumi, paha, brokoli , matang",450.2,41.7,34.2,14.7,4.2,15.0
"Nasi merah + Ayam goreng sukabumi, paha + brokoli , matang",Nasi merah,"Ayam goreng sukabumi, paha","brokoli , matang","Nasi merah, Ayam goreng sukabumi, paha, brokoli , matang",455.2,41.7,34.9,14.9,3.3,20.0
"lontong + Ayam goreng sukabumi, dada + Karedok,sayur",lontong,"Ayam goreng sukabumi, dada","Karedok,sayur","lontong, Ayam goreng sukabumi, dada, Karedok,sayur",480.0,41.7,46.9,12.7,2.6,0.0
"Jagung kuning pipil, rebus + Ayam goreng sukabumi, paha + Karedok,sayur","Jagung kuning pipil, rebus","Ayam goreng sukabumi, paha","Karedok,sayur","Jagung kuning pipil, rebus, Ayam goreng sukabumi, paha, Karedok,sayur",529.0,41.7,43.0,21.1,2.1,5.0
"Jagung muda,rebus + Ayam goreng sukabumi, paha + Wortel kukus","Jagung muda,rebus","Ayam goreng sukabumi, paha",Wortel kukus,"Jagung muda,rebus, Ayam goreng sukabumi, paha, Wortel kukus",462.0,41.7,39.1,15.6,1.9,48.0
"lontong + Ayam goreng pasundan, paha + Cap cai / capcay / cap cay, sayur",lontong,"Ayam goreng pasundan, paha","Cap cai / capcay / cap cay, sayur","lontong, Ayam goreng pasundan, paha, Cap cai / capcay / cap cay, sayur",486.0,41.7,36.3,17.9,1.8,405.0
"Nasi merah + Ayam goreng sukabumi, dada + Karedok,sayur",Nasi merah,"Ayam goreng sukabumi, dada","Karedok,sayur","Nasi merah, Ayam goreng sukabumi, dada, Karedok,sayur",485.0,41.7,47.6,12.9,1.7,5.0
"Lepok / Ubi rumput + Ayam goreng sukabumi, dada + Sayur lebui",Lepok / Ubi rumput,"Ayam goreng sukabumi, dada",Sayur lebui,"Lepok / Ubi rumput, Ayam goreng sukabumi, dada, Sayur lebui",489.0,41.6,53.3,11.0,16.4,240.0
"Ubi Cilembu + Ayam goreng pasundan, dada + Kangkung tondano",Ubi Cilembu,"Ayam goreng pasundan, dada",Kangkung tondano,"Ubi Cilembu, Ayam goreng pasundan, dada, Kangkung tondano",475.0,41.6,53.4,9.4,7.7,31.0
"lontong + Ayam goreng sukabumi, dada + Sayur lebui",lontong,"Ayam goreng sukabumi, dada",Sayur lebui,"lontong, Ayam goreng sukabumi, dada, Sayur lebui",452.0,41.6,45.3,10.0,6.9,124.0
"Jagung kuning pipil, rebus + Ayam goreng sukabumi, paha + Sayur lebui","Jagung kuning pipil, rebus","Ayam goreng sukabumi, paha",Sayur lebui,"Jagung kuning pipil, rebus, Ayam goreng sukabumi, paha, Sayur lebui",501.0,41.6,41.4,18.4,6.4,129.0
"Nasi gemuk + Ayam goreng sukabumi, paha + Sayur lebui",Nasi gemuk,"Ayam goreng sukabumi, paha",Sayur lebui,"Nasi gemuk, Ayam goreng sukabumi, paha, Sayur lebui",539.0,41.6,37.4,23.7,6.4,479.0
"Nasi merah + Ayam goreng sukabumi, dada + Sayur lebui",Nasi merah,"Ayam goreng sukabumi, dada",Sayur lebui,"Nasi merah, Ayam goreng sukabumi, dada, Sayur lebui",457.0,41.6,46.0,10.2,6.0,129.0
"Jagung gerontol + Ayam goreng sukabumi, paha + brokoli , matang",Jagung gerontol,"Ayam goreng sukabumi, paha","brokoli , matang","Jagung gerontol, Ayam goreng sukabumi, paha, brokoli , matang",462.2,41.6,35.7,15.8,4.0,15.0
"Getuk singkong + Ayam goreng pasundan, dada + brokoli , matang",Getuk singkong,"Ayam goreng pasundan, dada","brokoli , matang","Getuk singkong, Ayam goreng pasundan, dada, brokoli , matang",473.2,41.6,50.0,10.6,3.8,15.0
"Jagung gerontol + Ayam goreng sukabumi, dada + Karedok,sayur",Jagung gerontol,"Ayam goreng sukabumi, dada","Karedok,sayur","Jagung gerontol, Ayam goreng sukabumi, dada, Karedok,sayur",492.0,41.6,48.4,13.8,2.4,0.0
"Nasi minyak + Ayam goreng poineer, dada + Wortel rebus",Nasi minyak,"Ayam goreng poineer, dada",Wortel rebus,"Nasi minyak, Ayam goreng poineer, dada, Wortel rebus",530.0,41.6,44.0,20.2,1.6,115.0
"Nasi minyak + Ayam goreng kalasan, paha + Wortel rebus",Nasi minyak,"Ayam goreng kalasan, paha",Wortel rebus,"Nasi minyak, Ayam goreng kalasan, paha, Wortel rebus",510.0,41.6,44.7,17.7,1.6,291.0
"Jagung gerontol + Ayam goreng pasundan, paha + Cap cai / capcay / cap cay, sayur",Jagung gerontol,"Ayam goreng pasundan, paha","Cap cai / capcay / cap cay, sayur","Jagung gerontol, Ayam goreng pasundan, paha, Cap cai / capcay / cap cay, sayur",498.0,41.6,37.8,19.0,1.6,405.0
"Nasi / Nasi Putih + Ayam goreng pasundan, dada + Wortel rebus",Nasi / Nasi Putih,"Ayam goreng pasundan, dada",Wortel rebus,"Nasi / Nasi Putih, Ayam goreng pasundan, dada, Wortel rebus",454.0,41.6,46.8,9.8,1.0,42.0
"Woku ubi + Ayam goreng poineer, dada + Wortel kukus",Woku ubi,"Ayam goreng poineer, dada",Wortel kukus,"Woku ubi, Ayam goreng poineer, dada, Wortel kukus",475.0,41.5,23.9,23.1,8.1,396.0
"Woku ubi + Ayam goreng kalasan, paha + Wortel kukus",Woku ubi,"Ayam goreng kalasan, paha",Wortel kukus,"Woku ubi, Ayam goreng kalasan, paha, Wortel kukus",455.0,41.5,24.6,20.6,8.1,572.0
"Tapai singkong + Ayam goreng sukabumi, dada + Anyang, sayur",Tapai singkong,"Ayam goreng sukabumi, dada","Anyang, sayur","Tapai singkong, Ayam goreng sukabumi, dada, Anyang, sayur",539.0,41.5,51.5,17.4,7.4,290.0
"Jagung gerontol + Ayam goreng sukabumi, dada + Sayur lebui",Jagung gerontol,"Ayam goreng sukabumi, dada",Sayur lebui,"Jagung gerontol, Ayam goreng sukabumi, dada, Sayur lebui",464.0,41.5,46.8,11.1,6.7,124.0
"Jagung muda,rebus + Ayam goreng pasundan, paha + Anyang, sayur","Jagung muda,rebus","Ayam goreng pasundan, paha","Anyang, sayur","Jagung muda,rebus, Ayam goreng pasundan, paha, Anyang, sayur",513.0,41.5,40.9,20.0,6.2,295.0
"Ubi Cilembu + Ayam goreng poineer, dada + Karedok,sayur",Ubi Cilembu,"Ayam goreng poineer, dada","Karedok,sayur","Ubi Cilembu, Ayam goreng poineer, dada, Karedok,sayur",573.0,41.5,59.0,18.2,4.8,1.0
"Ubi Cilembu + Ayam goreng kalasan, paha + Karedok,sayur",Ubi Cilembu,"Ayam goreng kalasan, paha","Karedok,sayur","Ubi Cilembu, Ayam goreng kalasan, paha, Karedok,sayur",553.0,41.5,59.7,15.7,4.8,177.0
"Nasi / Nasi Putih + Ayam goreng sukabumi, dada + Kangkung tondano",Nasi / Nasi Putih,"Ayam goreng sukabumi, dada",Kangkung tondano,"Nasi / Nasi Putih, Ayam goreng sukabumi, dada, Kangkung tondano",467.0,41.5,49.2,9.7,4.5,31.0
